Accession,Organism,Host,Geo_loc_name
KF771874.1,Blastocystis sp. HLCS-2014a,Homo sapiens,"Brazil: Rio de Janeiro, Niteroi"
KJ082062.1,Blastocystis sp. subtype 5,pig and piggery staff,Australia
KF447173.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447172.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447171.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447170.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447169.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447168.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447167.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447166.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447165.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447164.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447163.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447162.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447161.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447160.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447159.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447158.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF447157.1,Blastocystis sp. subtype 7 strain B,N/A,N/A
KF848624.1,Blastocystis hominis,Homo sapiens,Senegal
KF848623.1,Blastocystis hominis,Homo sapiens,Senegal
KF848622.1,Blastocystis hominis,Homo sapiens,Senegal
KF848621.1,Blastocystis hominis,Homo sapiens,Senegal
KF848620.1,Blastocystis hominis,Homo sapiens,Senegal
KF848619.1,Blastocystis hominis,Homo sapiens,Senegal
KF848618.1,Blastocystis hominis,Homo sapiens,Senegal
KF848617.1,Blastocystis hominis,Homo sapiens,Senegal
KF848616.1,Blastocystis hominis,Homo sapiens,Senegal
KF848615.1,Blastocystis hominis,Homo sapiens,Senegal
KF848614.1,Blastocystis hominis,Homo sapiens,Senegal
KF848613.1,Blastocystis hominis,Homo sapiens,Senegal
KF848612.1,Blastocystis hominis,Homo sapiens,Senegal
KF848611.1,Blastocystis hominis,Homo sapiens,Senegal
KF848610.1,Blastocystis hominis,Homo sapiens,Senegal
KF848609.1,Blastocystis hominis,Homo sapiens,Senegal
KF848608.1,Blastocystis hominis,Homo sapiens,Senegal
KF848607.1,Blastocystis hominis,Homo sapiens,Senegal
KF848606.1,Blastocystis hominis,Homo sapiens,Senegal
KF848605.1,Blastocystis hominis,Homo sapiens,Senegal
KF848604.1,Blastocystis hominis,Homo sapiens,Senegal
KF848603.1,Blastocystis hominis,Homo sapiens,Senegal
KF848602.1,Blastocystis hominis,Homo sapiens,Senegal
KF848601.1,Blastocystis hominis,Homo sapiens,Senegal
KF848600.1,Blastocystis hominis,Homo sapiens,Senegal
KF848599.1,Blastocystis hominis,Homo sapiens,Senegal
KF848598.1,Blastocystis hominis,Homo sapiens,Senegal
KF848597.1,Blastocystis hominis,Homo sapiens,Senegal
KF848596.1,Blastocystis hominis,Homo sapiens,Senegal
KF848595.1,Blastocystis hominis,Homo sapiens,Senegal
KF848594.1,Blastocystis hominis,Homo sapiens,Senegal
KF848593.1,Blastocystis hominis,Homo sapiens,Senegal
KF848592.1,Blastocystis hominis,Homo sapiens,Senegal
KF848591.1,Blastocystis hominis,Homo sapiens,Senegal
KF848590.1,Blastocystis hominis,Homo sapiens,Senegal
KF848589.1,Blastocystis hominis,Homo sapiens,Senegal
KF848588.1,Blastocystis hominis,Homo sapiens,Senegal
KF848587.1,Blastocystis hominis,Homo sapiens,Senegal
KF848586.1,Blastocystis hominis,Homo sapiens,Senegal
KF848585.1,Blastocystis hominis,Homo sapiens,Senegal
KF848584.1,Blastocystis hominis,Homo sapiens,Senegal
KF848583.1,Blastocystis hominis,Homo sapiens,Senegal
KF848582.1,Blastocystis hominis,Homo sapiens,Senegal
KF848581.1,Blastocystis hominis,Homo sapiens,Senegal
KF848580.1,Blastocystis hominis,Homo sapiens,Senegal
KF848579.1,Blastocystis hominis,Homo sapiens,Senegal
KF848578.1,Blastocystis hominis,Homo sapiens,Senegal
KF848577.1,Blastocystis hominis,Homo sapiens,Senegal
KF848576.1,Blastocystis hominis,Homo sapiens,Senegal
KF848575.1,Blastocystis hominis,Homo sapiens,Senegal
KF848574.1,Blastocystis hominis,Homo sapiens,Senegal
KF848573.1,Blastocystis hominis,Homo sapiens,Senegal
KF848572.1,Blastocystis hominis,Homo sapiens,Senegal
KF848571.1,Blastocystis hominis,Homo sapiens,Senegal
KF848570.1,Blastocystis hominis,Homo sapiens,Senegal
KF848569.1,Blastocystis hominis,Homo sapiens,Senegal
KF848568.1,Blastocystis hominis,Homo sapiens,Senegal
KF848567.1,Blastocystis hominis,Homo sapiens,Senegal
KF848566.1,Blastocystis hominis,Homo sapiens,Senegal
KF848565.1,Blastocystis hominis,Homo sapiens,Senegal
KF848564.1,Blastocystis hominis,Homo sapiens,Senegal
KF848563.1,Blastocystis hominis,Homo sapiens,Senegal
KF848562.1,Blastocystis hominis,Homo sapiens,Senegal
KF848561.1,Blastocystis hominis,Homo sapiens,Senegal
KF848560.1,Blastocystis hominis,Homo sapiens,Senegal
KF848559.1,Blastocystis hominis,Homo sapiens,Senegal
KF848558.1,Blastocystis hominis,Homo sapiens,Senegal
KF848557.1,Blastocystis hominis,Homo sapiens,Senegal
KF848556.1,Blastocystis hominis,Homo sapiens,Senegal
KF848555.1,Blastocystis hominis,Homo sapiens,Senegal
KF848554.1,Blastocystis hominis,Homo sapiens,Senegal
KF848553.1,Blastocystis hominis,Homo sapiens,Senegal
KF848552.1,Blastocystis hominis,Homo sapiens,Senegal
KF848551.1,Blastocystis hominis,Homo sapiens,Senegal
KF848550.1,Blastocystis hominis,Homo sapiens,Senegal
KF848549.1,Blastocystis hominis,Homo sapiens,Senegal
KF848548.1,Blastocystis hominis,Homo sapiens,Senegal
KF848547.1,Blastocystis hominis,Homo sapiens,Senegal
KF848546.1,Blastocystis hominis,Homo sapiens,Senegal
KF848545.1,Blastocystis hominis,Homo sapiens,Senegal
KF848544.1,Blastocystis hominis,Homo sapiens,Senegal
KF848543.1,Blastocystis hominis,Homo sapiens,Senegal
KF848542.1,Blastocystis hominis,Homo sapiens,Senegal
KF848541.1,Blastocystis hominis,Homo sapiens,Senegal
KF848540.1,Blastocystis hominis,Homo sapiens,Senegal
KF848539.1,Blastocystis hominis,Homo sapiens,Senegal
KF848538.1,Blastocystis hominis,Homo sapiens,Senegal
KF848537.1,Blastocystis hominis,Homo sapiens,Senegal
KF848536.1,Blastocystis hominis,Homo sapiens,Senegal
KF848535.1,Blastocystis hominis,Homo sapiens,Senegal
KF848534.1,Blastocystis hominis,Homo sapiens,Senegal
KF848533.1,Blastocystis hominis,Homo sapiens,Senegal
KF848532.1,Blastocystis hominis,Homo sapiens,Senegal
KF848531.1,Blastocystis hominis,Homo sapiens,Senegal
KF848530.1,Blastocystis hominis,Homo sapiens,Senegal
KF848529.1,Blastocystis hominis,Homo sapiens,Senegal
KF848528.1,Blastocystis hominis,Homo sapiens,Senegal
KF848527.1,Blastocystis hominis,Homo sapiens,Senegal
KF848526.1,Blastocystis hominis,Homo sapiens,Senegal
KF848525.1,Blastocystis hominis,Homo sapiens,Senegal
KF848524.1,Blastocystis hominis,Homo sapiens,Senegal
KF848523.1,Blastocystis hominis,Homo sapiens,Senegal
KF848522.1,Blastocystis hominis,Homo sapiens,Senegal
KF848521.1,Blastocystis hominis,Homo sapiens,Senegal
KF848520.1,Blastocystis hominis,Homo sapiens,Senegal
KF848519.1,Blastocystis hominis,Homo sapiens,Senegal
KF848518.1,Blastocystis hominis,Homo sapiens,Senegal
KF848517.1,Blastocystis hominis,Homo sapiens,Senegal
KF848516.1,Blastocystis hominis,Homo sapiens,Senegal
KF848515.1,Blastocystis hominis,Homo sapiens,Senegal
KF848514.1,Blastocystis hominis,Homo sapiens,Senegal
KF848513.1,Blastocystis hominis,Homo sapiens,Senegal
KF848512.1,Blastocystis hominis,Homo sapiens,Senegal
KF848511.1,Blastocystis hominis,Homo sapiens,Senegal
KF848510.1,Blastocystis hominis,Homo sapiens,Senegal
KF848509.1,Blastocystis hominis,Homo sapiens,Senegal
KJ082063.1,Blastocystis sp. subtype 5,pig,Cambodia
KC138681.1,Blastocystis sp. subtype 9,Homo sapiens,N/A
KF285450.1,Blastocystis sp. OPTMD_7,Homo sapiens,Thailand
KF285449.1,Blastocystis sp. OPTMD_4,Homo sapiens,Thailand
KF285448.1,Blastocystis sp. OPTMD_3,Homo sapiens,Thailand
KF285447.1,Blastocystis sp. OPTMD_120,Homo sapiens,Thailand
KF285446.1,Blastocystis sp. OPTMD_126,Homo sapiens,Thailand
KF285445.1,Blastocystis sp. OPTMD_94,Homo sapiens,Thailand
KF285444.1,Blastocystis sp. OPTMD_78,Homo sapiens,Thailand
KF285443.1,Blastocystis sp. OPTMD_9,Homo sapiens,Thailand
HF569230.1,uncultured Blastocystis sp.,Sus scrofa,N/A
HF569229.1,uncultured Blastocystis sp.,Sus scrofa,N/A
HF569228.1,uncultured Blastocystis sp.,Canis lupus,N/A
HF569227.1,uncultured Blastocystis sp.,Sus scrofa,N/A
HF569226.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569225.1,uncultured Blastocystis sp.,Bos taurus,N/A
HF569224.1,uncultured Blastocystis sp.,Bos taurus,N/A
HF569223.1,uncultured Blastocystis sp.,Bos taurus,N/A
HF569222.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569221.1,uncultured Blastocystis sp.,Bos taurus,N/A
HF569220.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569219.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569218.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569217.1,uncultured Blastocystis sp.,Sus scrofa,N/A
HF569216.1,uncultured Blastocystis sp.,Lama glama,N/A
HF569215.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569214.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569213.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569212.1,uncultured Blastocystis sp.,Bos taurus,N/A
HF569211.1,uncultured Blastocystis sp.,Bos taurus,N/A
HF569210.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569209.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569208.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569207.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569206.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569205.1,uncultured Blastocystis sp.,Equus caballus,N/A
HF569204.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569203.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569202.1,uncultured Blastocystis sp.,Ovis aries,N/A
HF569201.1,uncultured Blastocystis sp.,Ovis aries,N/A
JQ665872.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665871.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665870.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665869.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665868.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665867.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665866.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665865.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665864.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665863.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665862.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665861.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665860.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665859.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665858.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665857.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665856.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665855.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665854.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665853.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665852.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665851.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665850.1,Blastocystis sp. subtype 6,Homo sapiens,Thailand
JQ665849.1,Blastocystis sp. subtype 6,Homo sapiens,Thailand
JQ665848.1,Blastocystis sp. subtype 2,Homo sapiens,Thailand
JQ665847.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665846.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665845.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
JQ665844.1,Blastocystis sp. subtype 1,Homo sapiens,Thailand
KC143451.1,uncultured Blastocystis sp.,N/A,N/A
KC143450.1,uncultured Blastocystis sp.,N/A,N/A
KC143449.1,uncultured Blastocystis sp.,N/A,N/A
KC143448.1,uncultured Blastocystis sp.,N/A,N/A
KC143447.1,uncultured Blastocystis sp.,N/A,N/A
KC143446.1,uncultured Blastocystis sp.,N/A,N/A
KC143445.1,uncultured Blastocystis sp.,N/A,N/A
KC143444.1,uncultured Blastocystis sp.,N/A,N/A
KC143443.1,uncultured Blastocystis sp.,N/A,N/A
KC143442.1,uncultured Blastocystis sp.,N/A,N/A
KC143441.1,uncultured Blastocystis sp.,N/A,N/A
KC143440.1,uncultured Blastocystis sp.,N/A,N/A
KC143439.1,uncultured Blastocystis sp.,N/A,N/A
KC143438.1,uncultured Blastocystis sp.,N/A,N/A
KC143437.1,uncultured Blastocystis sp.,N/A,N/A
KC143436.1,uncultured Blastocystis sp.,N/A,N/A
KC143435.1,uncultured Blastocystis sp.,N/A,N/A
KC143434.1,uncultured Blastocystis sp.,N/A,N/A
KC143433.1,uncultured Blastocystis sp.,N/A,N/A
KC143432.1,uncultured Blastocystis sp.,N/A,N/A
KC143431.1,uncultured Blastocystis sp.,N/A,N/A
JF792497.1,Blastocystis sp. H27,Homo sapiens,Tanzania
JF792496.1,Blastocystis sp. H23,Homo sapiens,Tanzania
JF792495.1,Blastocystis sp. H24,Homo sapiens,Tanzania
JF792494.1,Blastocystis sp. H28,Homo sapiens,Tanzania
HQ286916.1,Blastocystis sp. subtype 3 strain guereza52,Colobus guereza,Tanzania: Rubondo Island
HQ286915.1,Blastocystis sp. subtype 5 strain guereza49,Colobus guereza,Tanzania: Rubondo Island
HQ286914.1,Blastocystis sp. subtype 2 strain guereza48,Colobus guereza,Tanzania: Rubondo Island
HQ286913.1,Blastocystis sp. subtype 1 strain vervet14,Chlorocebus aethiops pygerythrus,Tanzania: Rubondo Island
HQ286912.1,Blastocystis sp. subtype 1 strain vervet13,Chlorocebus aethiops pygerythrus,Tanzania: Rubondo Island
HQ286911.1,Blastocystis sp. subtype 1 strain vervet17,Chlorocebus aethiops pygerythrus,Tanzania: Rubondo Island
HQ286910.1,Blastocystis sp. subtype 2 strain vervet15,Chlorocebus aethiops pygerythrus,Tanzania: Rubondo Island
HQ286909.1,Blastocystis sp. subtype 2 strain vervet12,Chlorocebus aethiops pygerythrus,Tanzania: Rubondo Island
HQ286908.1,Blastocystis sp. subtype 3 strain vervet1,Chlorocebus aethiops pygerythrus,Tanzania: Rubondo Island
HQ286907.1,Blastocystis sp. subtype 1 strain chimp44,Pan troglodytes,Tanzania: Rubondo Island
HQ286906.1,Blastocystis sp. subtype 1 strain chimp17,Pan troglodytes,Tanzania: Rubondo Island
HQ286905.1,Blastocystis sp. subtype 1 strain chimp23,Pan troglodytes,Tanzania: Rubondo Island
HQ286904.1,Blastocystis sp. subtype 1 strain chimp40,Pan troglodytes,Tanzania: Rubondo Island
AY618267.1,Blastocystis hominis,Homo sapiens,"Thailand: Bangkok, Phayathai Babies Home"
JN880473.1,Blastocystis sp. NV-2012,N/A,Netherlands
JN880472.1,Blastocystis sp. NV-2012,N/A,Netherlands
JN880471.1,Blastocystis sp. NV-2012,N/A,Netherlands
JN880470.1,Blastocystis sp. NV-2012,N/A,Netherlands
JN880469.1,Blastocystis sp. NV-2012,N/A,Netherlands
JN880468.1,Blastocystis sp. NV-2012,N/A,Netherlands
JX305886.1,Blastocystis sp. subtype 3,N/A,N/A
JX305885.1,Blastocystis sp. subtype 3,N/A,N/A
JX305884.1,Blastocystis sp. subtype 3,N/A,N/A
JX305883.1,Blastocystis sp. subtype 3,N/A,N/A
JX305882.1,Blastocystis sp. subtype 3,N/A,N/A
JX305881.1,Blastocystis sp. subtype 3,N/A,N/A
JX305880.1,Blastocystis sp. subtype 3,N/A,N/A
JX305879.1,Blastocystis sp. subtype 3,N/A,N/A
JX305878.1,Blastocystis sp. subtype 3,N/A,N/A
JX305877.1,Blastocystis sp. subtype 2,N/A,N/A
JX305876.1,Blastocystis sp. subtype 2,N/A,N/A
JX305875.1,Blastocystis sp. subtype 2,N/A,N/A
JX305874.1,Blastocystis sp. subtype 2,N/A,N/A
JX305873.1,Blastocystis sp. subtype 2,N/A,N/A
JX305872.1,Blastocystis sp. subtype 2,N/A,N/A
JX305871.1,Blastocystis sp. subtype 1,N/A,N/A
JX305870.1,Blastocystis sp. subtype 1,N/A,N/A
JX305869.1,Blastocystis sp. subtype 1,N/A,N/A
JX305868.1,Blastocystis sp. subtype 1,N/A,N/A
JX305867.1,Blastocystis sp. subtype 1,N/A,N/A
JX305866.1,Blastocystis sp. subtype 1,N/A,N/A
JX305865.1,Blastocystis sp. subtype 1,N/A,N/A
JX305864.1,Blastocystis sp. subtype 1,N/A,N/A
JX305863.1,Blastocystis sp. subtype 1,N/A,N/A
JX305862.1,Blastocystis sp. subtype 1,N/A,N/A
JX305861.1,Blastocystis sp. subtype 1,N/A,N/A
JQ996370.1,Blastocystis sp. subtype 14,cattle,USA
JQ996369.1,Blastocystis sp. subtype 10,cattle,USA
JQ996368.1,Blastocystis sp. subtype 10,cattle,USA
JQ996367.1,Blastocystis sp. subtype 10,cattle,USA
JQ996366.1,Blastocystis sp. subtype 10,cattle,USA
JQ996365.1,Blastocystis sp. subtype 10,cattle,USA
JQ996364.1,Blastocystis sp. subtype 10,cattle,USA
JQ996363.1,Blastocystis sp. subtype 10,cattle,USA
JQ996362.1,Blastocystis sp. subtype 10,cattle,USA
JQ996361.1,Blastocystis sp. subtype 14,cattle,USA
JQ996360.1,Blastocystis sp. subtype 10,cattle,USA
JQ996359.1,Blastocystis sp. subtype 10,cattle,USA
JQ996358.1,Blastocystis sp. subtype 14,cattle,USA
JQ996357.1,Blastocystis sp. subtype 14,cattle,USA
JQ996356.1,Blastocystis sp. subtype 14,cattle,USA
JQ996355.1,Blastocystis sp. subtype 14,cattle,USA
JX132230.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132229.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132227.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132225.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132223.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132220.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132219.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132218.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132217.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132215.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132214.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132212.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132211.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132210.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132209.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132207.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132200.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132199.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132198.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132196.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132195.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132193.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132189.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132187.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132181.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132179.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132176.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132172.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132168.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132165.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132163.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132161.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132159.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132157.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132143.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132140.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX132138.1,uncultured Blastocystis sp.,Homo sapiens,N/A
JX131778.1,uncultured Blastocystis sp.,Homo sapiens,N/A
HQ641661.1,Blastocystis sp. Ch-1,chicken,Spain
HQ641660.1,Blastocystis sp. Ch-1,chicken,Spain
HQ641659.1,Blastocystis sp. Ch-1,chicken,Spain
HQ641658.1,Blastocystis sp. Ch-1,chicken,Spain
HQ641657.1,Blastocystis sp. PR-14,primate,Spain
HQ641656.1,Blastocystis sp. PR-13,primate,Spain
HQ641655.1,Blastocystis sp. PR-11,primate,Spain
HQ641654.1,Blastocystis sp. PR-11,primate,Spain
HQ641653.1,Blastocystis sp. PR-9,primate,Spain
HQ641652.1,Blastocystis sp. PR-5,primate,Spain
HQ641651.1,Blastocystis sp. PR-4,primate,Spain
HQ641650.1,Blastocystis sp. PR-4,primate,Spain
HQ641649.1,Blastocystis sp. PR-4,primate,Spain
HQ641648.1,Blastocystis sp. PR-4,primate,Spain
HQ641647.1,Blastocystis sp. PR-4,primate,Spain
HQ641646.1,Blastocystis sp. PR-4,primate,Spain
HQ641645.1,Blastocystis sp. PR-4,primate,Spain
HQ641644.1,Blastocystis sp. PR-4,primate,Spain
HQ641643.1,Blastocystis sp. PR-4,primate,Spain
HQ641642.1,Blastocystis sp. PR-4,primate,Spain
HQ641641.1,Blastocystis sp. PR-1,primate,Spain
HQ641640.1,Blastocystis sp. PR-1,primate,Spain
HQ641639.1,Blastocystis sp. PR-1,primate,Spain
HQ641638.1,Blastocystis sp. PR-1,primate,Spain
HQ641637.1,Blastocystis sp. PR-1,primate,Spain
HQ641636.1,Blastocystis sp. P-18C,pig,Spain
HQ641635.1,Blastocystis sp. P-20,pig,USA
HQ641634.1,Blastocystis sp. P-13,pig,USA
HQ641633.1,Blastocystis sp. P-12,pig,USA
HQ641632.1,Blastocystis sp. P-8,pig,USA
HQ641631.1,Blastocystis sp. P-6,pig,USA
HQ641630.1,Blastocystis sp. P-5,pig,USA
HQ641629.1,Blastocystis sp. C-3073,cattle,USA
HQ641628.1,Blastocystis sp. C-3072,cattle,USA
HQ641627.1,Blastocystis sp. C-3071,cattle,USA
HQ641626.1,Blastocystis sp. C-3070,cattle,USA
HQ641625.1,Blastocystis sp. C-3069,cattle,USA
HQ641624.1,Blastocystis sp. C-3067,cattle,USA
HQ641623.1,Blastocystis sp. C-3066,cattle,USA
HQ641622.1,Blastocystis hominis,Homo sapiens,USA
HQ641621.1,Blastocystis sp. H-1,Homo sapiens,Spain
HQ641620.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641619.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641618.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641617.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641616.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641615.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641614.1,Blastocystis sp. H-5,Homo sapiens,Colombia
HQ641613.1,Blastocystis sp. H-57,Homo sapiens,Colombia
HQ641612.1,Blastocystis sp. H-41,Homo sapiens,Colombia
HQ641611.1,Blastocystis sp. H-30,Homo sapiens,Colombia
HQ641610.1,Blastocystis sp. H-29,Homo sapiens,Colombia
HQ641609.1,Blastocystis sp. H-29,Homo sapiens,Colombia
HQ641608.1,Blastocystis sp. H-29,Homo sapiens,Colombia
HQ641607.1,Blastocystis sp. H-29,Homo sapiens,Colombia
HQ641606.1,Blastocystis sp. H-29,Homo sapiens,Colombia
HQ641605.1,Blastocystis sp. H-12,Homo sapiens,Colombia
HQ641604.1,Blastocystis sp. H-11,Homo sapiens,Colombia
HQ641603.1,Blastocystis sp. H-11,Homo sapiens,Colombia
HQ641602.1,Blastocystis sp. H-7,Homo sapiens,Colombia
HQ641601.1,Blastocystis sp. H-7,Homo sapiens,Colombia
HQ641600.1,Blastocystis sp. H-7,Homo sapiens,Colombia
HQ641599.1,Blastocystis sp. H-7,Homo sapiens,Colombia
HQ641598.1,Blastocystis sp. H-42,Homo sapiens,Colombia
HQ641597.1,Blastocystis sp. H-33,Homo sapiens,Colombia
HQ641596.1,Blastocystis sp. H-14,Homo sapiens,Colombia
HQ641595.1,Blastocystis sp. H-10,Homo sapiens,Colombia
JF750335.1,Blastocystis sp. R1a,box turtle,N/A
JF750334.1,Blastocystis sp. H3,Homo sapiens,N/A
JF750333.1,Blastocystis sp. H5,Homo sapiens,N/A
GU256937.1,Blastocystis sp. subtype 12,western grey kangaroo,Australia
GU256936.1,Blastocystis sp. subtype 12,western grey kangaroo,Australia
GU256935.1,Blastocystis sp. subtype 13,quokka,Australia
GU256934.1,Blastocystis sp. subtype 13,quokka,Australia
GU256933.1,Blastocystis sp. subtype 11,elephant,Australia
GU256932.1,Blastocystis sp. subtype 11,elephant,Australia
GU256931.1,Blastocystis sp. subtype 11,elephant,Netherlands
GU256930.1,Blastocystis sp. subtype 11,elephant,Netherlands
GU256929.1,Blastocystis sp. subtype 11,elephant,Netherlands
GU256928.1,Blastocystis sp. subtype 11,elephant,Netherlands
GU256927.1,Blastocystis sp. subtype 11,elephant,Netherlands
GU256926.1,Blastocystis sp. subtype 11,elephant,Netherlands
GU256925.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256924.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256923.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256922.1,Blastocystis sp. subtype 11,elephant,Australia
GU256921.1,Blastocystis sp. subtype 12,giraffe,Australia
GU256920.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256919.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256918.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256917.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256916.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256915.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256914.1,Blastocystis sp. subtype 12,giraffe,Netherlands
GU256913.1,Blastocystis sp. subtype 12,giraffe,Belgium
GU256912.1,Blastocystis sp. subtype 12,giraffe,Belgium
GU256911.1,Blastocystis sp. subtype 12,giraffe,Belgium
GU256910.1,Blastocystis sp. subtype 12,giraffe,Belgium
GU256909.1,Blastocystis sp. subtype 11,elephant,Belgium
GU256908.1,Blastocystis sp. subtype 11,elephant,Belgium
GU256907.1,Blastocystis sp. subtype 11,elephant,Belgium
GU256906.1,Blastocystis sp. subtype 12,giraffe,Australia
GU256905.1,Blastocystis sp. subtype 12,giraffe,Australia
